;Comuna;Educacion;Etnia;Sexo;Freq;anio;codigo;;
3801;pedro aguirre cerda;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;3952;2011;13121;;
3802;pedro aguirre cerda;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;126;2011;13121;;
3803;pedro aguirre cerda;otra razón;no pertenece a ningún pueblo indígena;hombre;336;2011;13121;;
3804;pedro aguirre cerda;problemas familiares;no pertenece a ningún pueblo indígena;mujer;70;2011;13121;;
3805;pedro aguirre cerda;problemas familiares;no pertenece a ningún pueblo indígena;hombre;116;2011;13121;;
3806;pedro aguirre cerda;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;1418;2011;13121;;
3807;pedro aguirre cerda;a su edad no le sirve estudiar o no conoce la manera;no pertenece a ningún pueblo indígena;mujer;58;2011;13121;;
3808;pedro aguirre cerda;no le interesa;no pertenece a ningún pueblo indígena;mujer;70;2011;13121;;
3809;pedro aguirre cerda;trabaja o busca trabajo;mapuche;hombre;199;2011;13121;;
3810;pedro aguirre cerda;problemas de rendimiento;no pertenece a ningún pueblo indígena;mujer;67;2011;13121;;
3811;pedro aguirre cerda;terminó estudiar;mapuche;mujer;234;2011;13121;;
3812;pedro aguirre cerda;expulsión o cancelación de matrícula;no pertenece a ningún pueblo indígena;hombre;67;2011;13121;;
3813;pedro aguirre cerda;no le interesa;no pertenece a ningún pueblo indígena;hombre;137;2011;13121;;
3814;pedro aguirre cerda;tiene una discapacidad,  necesita establecimiento especial;no pertenece a ningún pueblo indígena;hombre;59;2011;13121;;
3815;pedro aguirre cerda;dificultad económica;no pertenece a ningún pueblo indígena;hombre;234;2011;13121;;
3816;pedro aguirre cerda;terminó estudiar;mapuche;hombre;125;2011;13121;;
3817;pedro aguirre cerda;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;3663;2011;13121;;
3818;pedro aguirre cerda;otra razón;no pertenece a ningún pueblo indígena;mujer;134;2011;13121;;
3819;pedro aguirre cerda;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;2691;2011;13121;;
3820;pedro aguirre cerda;trabaja o busca trabajo;mapuche;mujer;468;2011;13121;;
3821;pelarco;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;11;2011;7106;;
3822;pelarco;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;253;2011;7106;;
3823;pelarco;problemas familiares;no pertenece a ningún pueblo indígena;hombre;7;2011;7106;;
3824;pelarco;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;111;2011;7106;;
3825;pelarco;dificultad económica;no pertenece a ningún pueblo indígena;mujer;41;2011;7106;;
3826;pelarco;tiene una discapacidad,  necesita establecimiento especial;no pertenece a ningún pueblo indígena;hombre;13;2011;7106;;
3827;pelarco;no le interesa;no pertenece a ningún pueblo indígena;hombre;22;2011;7106;;
3828;pelarco;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;230;2011;7106;;
3829;pelarco;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;17;2011;7106;;
3830;pelarco;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;105;2011;7106;;
3831;pelarco;dificultad económica;no pertenece a ningún pueblo indígena;hombre;52;2011;7106;;
3832;pelarco;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;421;2011;7106;;
3833;pelluhue;no le interesa;no pertenece a ningún pueblo indígena;hombre;39;2011;7203;;
3834;pelluhue;dificultad económica;no pertenece a ningún pueblo indígena;hombre;95;2011;7203;;
3835;pelluhue;dificultad de acceso o movilización;no pertenece a ningún pueblo indígena;mujer;39;2011;7203;;
3836;pelluhue;dificultad económica;no pertenece a ningún pueblo indígena;mujer;78;2011;7203;;
3837;pelluhue;trabaja o busca trabajo;mapuche;hombre;39;2011;7203;;
3838;pelluhue;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;217;2011;7203;;
3839;pelluhue;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;40;2011;7203;;
3840;pelluhue;otra razón;mapuche;hombre;13;2011;7203;;
3841;pelluhue;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;111;2011;7203;;
3842;pelluhue;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;277;2011;7203;;
3843;pelluhue;ayuda en la casa o quehaceres del hogar;mapuche;mujer;13;2011;7203;;
3844;pelluhue;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;37;2011;7203;;
3845;pelluhue;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;119;2011;7203;;
3846;pelluhue;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;hombre;13;2011;7203;;
3847;pemuco;dificultad económica;no pertenece a ningún pueblo indígena;hombre;60;2011;16105;;
3848;pemuco;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;18;2011;16105;;
3849;pemuco;ayuda en la casa o quehaceres del hogar;mapuche;mujer;31;2011;16105;;
3850;pemuco;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;157;2011;16105;;
3851;pemuco;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;91;2011;16105;;
3852;pemuco;dificultad económica;no pertenece a ningún pueblo indígena;mujer;60;2011;16105;;
3853;pemuco;no le interesa;no pertenece a ningún pueblo indígena;hombre;84;2011;16105;;
3854;pemuco;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;97;2011;16105;;
3855;pemuco;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;297;2011;16105;;
3856;pemuco;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;27;2011;16105;;
3857;pemuco;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;hombre;27;2011;16105;;
3858;pemuco;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;386;2011;16105;;
3859;pencahue;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;204;2011;7107;;
3860;pencahue;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;65;2011;7107;;
3861;pencahue;no le interesa;no pertenece a ningún pueblo indígena;hombre;30;2011;7107;;
3862;pencahue;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;hombre;55;2011;7107;;
3863;pencahue;dificultad económica;no pertenece a ningún pueblo indígena;hombre;65;2011;7107;;
3864;pencahue;dificultad económica;no pertenece a ningún pueblo indígena;mujer;12;2011;7107;;
3865;pencahue;no le interesa;no pertenece a ningún pueblo indígena;mujer;55;2011;7107;;
3866;pencahue;problemas de rendimiento;no pertenece a ningún pueblo indígena;mujer;17;2011;7107;;
3867;pencahue;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;37;2011;7107;;
3868;pencahue;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;134;2011;7107;;
3869;pencahue;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;98;2011;7107;;
3870;pencahue;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;169;2011;7107;;
3871;pencahue;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;108;2011;7107;;
3872;penco;terminó estudiar;mapuche;hombre;44;2011;8107;;
3873;penco;dificultad económica;mapuche;mujer;200;2011;8107;;
3874;penco;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;956;2011;8107;;
3875;penco;dificultad económica;no pertenece a ningún pueblo indígena;hombre;243;2011;8107;;
3876;penco;no le interesa;no pertenece a ningún pueblo indígena;hombre;82;2011;8107;;
3877;penco;otra razón;no pertenece a ningún pueblo indígena;hombre;143;2011;8107;;
3878;penco;trabaja o busca trabajo;mapuche;hombre;44;2011;8107;;
3879;penco;terminó estudiar;mapuche;mujer;88;2011;8107;;
3880;penco;no existe establecimiento cercano;no pertenece a ningún pueblo indígena;mujer;7;2011;8107;;
3881;penco;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;669;2011;8107;;
3882;penco;no le interesa;no pertenece a ningún pueblo indígena;mujer;46;2011;8107;;
3883;penco;dificultad económica;no pertenece a ningún pueblo indígena;mujer;535;2011;8107;;
3884;penco;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;1979;2011;8107;;
3885;penco;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;442;2011;8107;;
3886;penco;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;7;2011;8107;;
3887;penco;otra razón;no pertenece a ningún pueblo indígena;mujer;46;2011;8107;;
3888;penco;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;589;2011;8107;;
3889;penco;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;806;2011;8107;;
3890;peñaflor;embarazo, maternidad o paternidad;mapuche;mujer;70;2011;13605;;
3891;peñaflor;dificultad económica;no pertenece a ningún pueblo indígena;hombre;294;2011;13605;;
3892;peñaflor;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;4002;2011;13605;;
3893;peñaflor;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;887;2011;13605;;
3894;peñaflor;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;hombre;450;2011;13605;;
3895;peñaflor;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;891;2011;13605;;
3896;peñaflor;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;294;2011;13605;;
3897;peñaflor;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;294;2011;13605;;
3898;peñaflor;trabaja o busca trabajo;mapuche;mujer;170;2011;13605;;
3899;peñaflor;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;1299;2011;13605;;
3900;peñaflor;trabaja o busca trabajo;aymara;mujer;205;2011;13605;;
3901;peñaflor;otra razón;no pertenece a ningún pueblo indígena;mujer;205;2011;13605;;
3902;peñaflor;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;1836;2011;13605;;
3903;peñaflor;terminó estudiar;mapuche;hombre;205;2011;13605;;
3904;peñaflor;otra razón;mapuche;mujer;170;2011;13605;;
3905;peñaflor;dificultad económica;no pertenece a ningún pueblo indígena;mujer;170;2011;13605;;
3906;peñaflor;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;543;2011;13605;;
3907;peñalolén;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;3426;2011;13122;;
3908;peñalolén;dificultad económica;no pertenece a ningún pueblo indígena;mujer;124;2011;13122;;
3909;peñalolén;dificultad económica;no pertenece a ningún pueblo indígena;hombre;415;2011;13122;;
3910;peñalolén;dificultad económica;quechua;mujer;523;2011;13122;;
3911;peñalolén;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;785;2011;13122;;
3912;peñalolén;tiene una discapacidad,  necesita establecimiento especial;no pertenece a ningún pueblo indígena;hombre;137;2011;13122;;
3913;peñalolén;embarazo, maternidad o paternidad;mapuche;mujer;622;2011;13122;;
3914;peñalolén;trabaja o busca trabajo;mapuche;hombre;572;2011;13122;;
3915;peñalolén;otra razón;mapuche;mujer;91;2011;13122;;
3916;peñalolén;problemas familiares;no pertenece a ningún pueblo indígena;hombre;160;2011;13122;;
3917;peñalolén;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;125;2011;13122;;
3918;peñalolén;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;1381;2011;13122;;
3919;peñalolén;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;3205;2011;13122;;
3920;peñalolén;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;hombre;200;2011;13122;;
3921;peñalolén;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;8249;2011;13122;;
3922;peñalolén;no le interesa;mapuche;mujer;228;2011;13122;;
3923;peñalolén;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;6937;2011;13122;;
3924;peñalolén;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;hombre;91;2011;13122;;
3925;peñalolén;ayuda en la casa o quehaceres del hogar;mapuche;mujer;248;2011;13122;;
3926;peñalolén;no le interesa;no pertenece a ningún pueblo indígena;mujer;442;2011;13122;;
3927;peñalolén;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;1979;2011;13122;;
3928;peñalolén;terminó estudiar;mapuche;mujer;165;2011;13122;;
3929;peñalolén;otra razón;no pertenece a ningún pueblo indígena;mujer;594;2011;13122;;
3930;peñalolén;otra razón;no pertenece a ningún pueblo indígena;hombre;402;2011;13122;;
3931;peñalolén;terminó estudiar;mapuche;hombre;363;2011;13122;;
3932;peñalolén;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;523;2011;13122;;
3933;peñalolén;no le interesa;no pertenece a ningún pueblo indígena;hombre;401;2011;13122;;
3934;peñalolén;trabaja o busca trabajo;mapuche;mujer;736;2011;13122;;
3935;peralillo;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;199;2011;6307;;
3936;peralillo;no le interesa;no pertenece a ningún pueblo indígena;hombre;94;2011;6307;;
3937;peralillo;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;95;2011;6307;;
3938;peralillo;dificultad económica;no pertenece a ningún pueblo indígena;mujer;112;2011;6307;;
3939;peralillo;dificultad económica;no pertenece a ningún pueblo indígena;hombre;220;2011;6307;;
3940;peralillo;problemas familiares;no pertenece a ningún pueblo indígena;mujer;24;2011;6307;;
3941;peralillo;problemas de rendimiento;no pertenece a ningún pueblo indígena;mujer;54;2011;6307;;
3942;peralillo;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;67;2011;6307;;
3943;peralillo;no le interesa;no pertenece a ningún pueblo indígena;mujer;21;2011;6307;;
3944;peralillo;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;367;2011;6307;;
3945;peralillo;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;141;2011;6307;;
3946;peralillo;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;24;2011;6307;;
3947;peralillo;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;244;2011;6307;;
3948;perquenco;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;39;2011;9113;;
3949;perquenco;dificultad económica;no pertenece a ningún pueblo indígena;mujer;52;2011;9113;;
3950;perquenco;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;20;2011;9113;;
3951;perquenco;embarazo, maternidad o paternidad;mapuche;mujer;19;2011;9113;;
3952;perquenco;tiene una discapacidad,  necesita establecimiento especial;no pertenece a ningún pueblo indígena;hombre;19;2011;9113;;
3953;perquenco;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;99;2011;9113;;
3954;perquenco;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;19;2011;9113;;
3955;perquenco;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;62;2011;9113;;
3956;perquenco;dificultad económica;mapuche;mujer;66;2011;9113;;
3957;perquenco;dificultad económica;mapuche;hombre;110;2011;9113;;
3958;perquenco;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;39;2011;9113;;
3959;perquenco;trabaja o busca trabajo;mapuche;hombre;52;2011;9113;;
3960;perquenco;trabaja o busca trabajo;mapuche;mujer;22;2011;9113;;
3961;perquenco;otra razón;mapuche;hombre;30;2011;9113;;
3962;perquenco;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;59;2011;9113;;
3963;petorca;tiene una discapacidad,  necesita establecimiento especial;mapuche;hombre;24;2011;5404;;
3964;petorca;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;154;2011;5404;;
3965;petorca;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;164;2011;5404;;
3966;petorca;dificultad económica;no pertenece a ningún pueblo indígena;mujer;112;2011;5404;;
3967;petorca;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;152;2011;5404;;
3968;petorca;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;219;2011;5404;;
3969;petorca;dificultad económica;no pertenece a ningún pueblo indígena;hombre;229;2011;5404;;
3970;petorca;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;175;2011;5404;;
3971;petorca;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;559;2011;5404;;
3972;petorca;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;hombre;58;2011;5404;;
3973;petorca;otra razón;mapuche;mujer;18;2011;5404;;
3974;petorca;no le interesa;no pertenece a ningún pueblo indígena;mujer;58;2011;5404;;
3975;petorca;embarazo, maternidad o paternidad;diaguita;mujer;18;2011;5404;;
3976;petorca;ayuda en la casa o quehaceres del hogar;mapuche;mujer;29;2011;5404;;
3977;peumo;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;hombre;41;2011;6112;;
3978;peumo;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;429;2011;6112;;
3979;peumo;no le interesa;no pertenece a ningún pueblo indígena;hombre;16;2011;6112;;
3980;peumo;problemas familiares;no pertenece a ningún pueblo indígena;mujer;11;2011;6112;;
3981;peumo;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;255;2011;6112;;
3982;peumo;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;328;2011;6112;;
3983;peumo;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;18;2011;6112;;
3984;peumo;problemas familiares;no pertenece a ningún pueblo indígena;hombre;36;2011;6112;;
3985;peumo;otra razón;no pertenece a ningún pueblo indígena;hombre;34;2011;6112;;
3986;peumo;trabaja o busca trabajo;mapuche;hombre;32;2011;6112;;
3987;peumo;dificultad económica;no pertenece a ningún pueblo indígena;mujer;20;2011;6112;;
3988;peumo;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;432;2011;6112;;
3989;peumo;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;20;2011;6112;;
3990;peumo;embarazo, maternidad o paternidad;mapuche;mujer;32;2011;6112;;
3991;peumo;dificultad económica;no pertenece a ningún pueblo indígena;hombre;40;2011;6112;;
3992;peumo;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;98;2011;6112;;
3993;peumo;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;271;2011;6112;;
3994;pica;terminó estudiar;aymara;mujer;184;2011;1405;;
3995;pica;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;30;2011;1405;;
3996;pica;dificultad económica;aymara;mujer;14;2011;1405;;
3997;pica;trabaja o busca trabajo;quechua;mujer;14;2011;1405;;
3998;pica;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;28;2011;1405;;
3999;pica;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;44;2011;1405;;
4000;pica;dificultad económica;no pertenece a ningún pueblo indígena;mujer;14;2011;1405;;
4001;pica;otra razón;no pertenece a ningún pueblo indígena;mujer;56;2011;1405;;
4002;pica;terminó estudiar;mapuche;hombre;27;2011;1405;;
4003;pica;dificultad económica;aymara;hombre;56;2011;1405;;
4004;pica;trabaja o busca trabajo;aymara;hombre;192;2011;1405;;
4005;pica;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;56;2011;1405;;
4006;pica;trabaja o busca trabajo;aymara;mujer;231;2011;1405;;
4007;pica;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;117;2011;1405;;
4008;pica;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;114;2011;1405;;
4009;pica;terminó estudiar;aymara;hombre;85;2011;1405;;
4010;pica;embarazo, maternidad o paternidad;aymara;mujer;14;2011;1405;;
4011;pichidegua;tiene una discapacidad,  necesita establecimiento especial;no pertenece a ningún pueblo indígena;mujer;67;2011;6113;;
4012;pichidegua;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;1244;2011;6113;;
4013;pichidegua;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;593;2011;6113;;
4014;pichidegua;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;196;2011;6113;;
4015;pichidegua;trabaja o busca trabajo;mapuche;hombre;7;2011;6113;;
4016;pichidegua;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;99;2011;6113;;
4017;pichidegua;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;286;2011;6113;;
4018;pichidegua;otra razón;no pertenece a ningún pueblo indígena;mujer;41;2011;6113;;
4019;pichidegua;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;331;2011;6113;;
4020;pichidegua;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;474;2011;6113;;
4021;pichilemu;dificultad económica;no pertenece a ningún pueblo indígena;hombre;90;2011;6201;;
4022;pichilemu;dificultad económica;no pertenece a ningún pueblo indígena;mujer;167;2011;6201;;
4023;pichilemu;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;28;2011;6201;;
4024;pichilemu;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;403;2011;6201;;
4025;pichilemu;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;256;2011;6201;;
4026;pichilemu;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;473;2011;6201;;
4027;pichilemu;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;146;2011;6201;;
4028;pichilemu;terminó estudiar;mapuche;hombre;100;2011;6201;;
4029;pichilemu;ayuda en la casa o quehaceres del hogar;mapuche;mujer;28;2011;6201;;
4030;pichilemu;no le interesa;no pertenece a ningún pueblo indígena;mujer;20;2011;6201;;
4031;pichilemu;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;100;2011;6201;;
4032;pichilemu;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;200;2011;6201;;
4033;pinto;trabaja o busca trabajo;mapuche;hombre;55;2011;16106;;
4034;pinto;tiene una discapacidad,  necesita establecimiento especial;no pertenece a ningún pueblo indígena;hombre;9;2011;16106;;
4035;pinto;otra razón;no pertenece a ningún pueblo indígena;hombre;42;2011;16106;;
4036;pinto;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;106;2011;16106;;
4037;pinto;no le interesa;no pertenece a ningún pueblo indígena;hombre;9;2011;16106;;
4038;pinto;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;562;2011;16106;;
4039;pinto;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;133;2011;16106;;
4040;pinto;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;384;2011;16106;;
4041;pinto;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;42;2011;16106;;
4042;pinto;otra razón;no pertenece a ningún pueblo indígena;mujer;42;2011;16106;;
4043;pinto;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;225;2011;16106;;
4044;pinto;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;39;2011;16106;;
4045;pirque;dificultad económica;no pertenece a ningún pueblo indígena;mujer;19;2011;13202;;
4046;pirque;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;856;2011;13202;;
4047;pirque;dificultad económica;no pertenece a ningún pueblo indígena;hombre;40;2011;13202;;
4048;pirque;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;923;2011;13202;;
4049;pirque;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;87;2011;13202;;
4050;pirque;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;1029;2011;13202;;
4051;pirque;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;805;2011;13202;;
4052;pirque;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;19;2011;13202;;
4053;pirque;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;136;2011;13202;;
4054;pitrufquén;tiene una discapacidad,  necesita establecimiento especial;no pertenece a ningún pueblo indígena;hombre;36;2011;9114;;
4055;pitrufquén;problemas de rendimiento;mapuche;hombre;41;2011;9114;;
4056;pitrufquén;problemas de rendimiento;no pertenece a ningún pueblo indígena;mujer;32;2011;9114;;
4057;pitrufquén;trabaja o busca trabajo;mapuche;hombre;116;2011;9114;;
4058;pitrufquén;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;334;2011;9114;;
4059;pitrufquén;trabaja o busca trabajo;mapuche;mujer;54;2011;9114;;
4060;pitrufquén;terminó estudiar;mapuche;hombre;32;2011;9114;;
4061;pitrufquén;dificultad económica;mapuche;mujer;74;2011;9114;;
4062;pitrufquén;terminó estudiar;mapuche;mujer;142;2011;9114;;
4063;pitrufquén;dificultad económica;no pertenece a ningún pueblo indígena;hombre;324;2011;9114;;
4064;pitrufquén;otra razón;no pertenece a ningún pueblo indígena;hombre;126;2011;9114;;
4065;pitrufquén;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;207;2011;9114;;
4066;pitrufquén;otra razón;no pertenece a ningún pueblo indígena;mujer;36;2011;9114;;
4067;pitrufquén;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;178;2011;9114;;
4068;pitrufquén;embarazo, maternidad o paternidad;mapuche;mujer;67;2011;9114;;
4069;pitrufquén;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;65;2011;9114;;
4070;pitrufquén;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;286;2011;9114;;
4071;pitrufquén;dificultad económica;no pertenece a ningún pueblo indígena;mujer;347;2011;9114;;
4072;pitrufquén;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;hombre;81;2011;9114;;
4073;pitrufquén;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;93;2011;9114;;
4074;pitrufquén;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;562;2011;9114;;
4075;placilla;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;271;2011;6308;;
4076;placilla;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;13;2011;6308;;
4077;placilla;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;26;2011;6308;;
4078;placilla;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;488;2011;6308;;
4079;placilla;dificultad económica;no pertenece a ningún pueblo indígena;hombre;92;2011;6308;;
4080;placilla;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;34;2011;6308;;
4081;placilla;problemas familiares;no pertenece a ningún pueblo indígena;mujer;46;2011;6308;;
4082;placilla;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;hombre;37;2011;6308;;
4083;placilla;problemas familiares;no pertenece a ningún pueblo indígena;hombre;33;2011;6308;;
4084;placilla;dificultad económica;no pertenece a ningún pueblo indígena;mujer;13;2011;6308;;
4085;placilla;no le interesa;no pertenece a ningún pueblo indígena;mujer;37;2011;6308;;
4086;placilla;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;109;2011;6308;;
4087;placilla;dificultad económica;mapuche;mujer;33;2011;6308;;
4088;placilla;a su edad no le sirve estudiar o no conoce la manera;no pertenece a ningún pueblo indígena;hombre;37;2011;6308;;
4089;placilla;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;142;2011;6308;;
4090;portezuelo;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;34;2011;16205;;
4091;portezuelo;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;34;2011;16205;;
