",""a"",""unlist.b."",""unlist.c."",""unlist.d."",""Freq"",""anio"",""codigo"""
"1084,""Maipú"",""Está enfermo o tiene una discapacidad"",""Mapuche"",""Mujer"",469,""2017"",13119"
"1085,""Maipú"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Hombre"",1182,""2017"",13119"
"1086,""Maipú"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",12648,""2017"",13119"
"1087,""Maipú"",""Las reglas, horarios y distancias de los trabajos no le acom"",""Mapuche"",""Mujer"",557,""2017"",13119"
"1088,""Maipú"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Mapuche"",""Hombre"",365,""2017"",13119"
"1089,""Maipú"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Mujer"",1351,""2017"",13119"
"1090,""Maipú"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",5416,""2017"",13119"
"1091,""Maipú"",""Ofrecen sueldos muy bajos"",""No pertenece a ningún pueblo indígena"",""Mujer"",464,""2017"",13119"
"1092,""Maipú"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",1067,""2017"",13119"
"1093,""Maipú"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",778,""2017"",13119"
"1094,""Maipú"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Mujer"",795,""2017"",13119"
"1095,""Maipú"",""Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r"",""No pertenece a ningún pueblo indígena"",""Hombre"",443,""2017"",13119"
"1096,""Maipú"",""Busca cuando realmente lo necesita o tiene trabajo esporádic"",""No pertenece a ningún pueblo indígena"",""Mujer"",2005,""2017"",13119"
"1097,""Maipú"",""No tiene con quien dejar a otro familiar"",""No pertenece a ningún pueblo indígena"",""Hombre"",457,""2017"",13119"
"1098,""Maipú"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Hombre"",1779,""2017"",13119"
"1099,""Maipú"",""No tiene con quien dejar a otro familiar"",""No pertenece a ningún pueblo indígena"",""Mujer"",522,""2017"",13119"
"1100,""Maipú"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",15601,""2017"",13119"
"1101,""Maipú"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",2570,""2017"",13119"
"1102,""Maipú"",""Se cansó de buscar o cree que no hay trabajo disponible"",""No pertenece a ningún pueblo indígena"",""Mujer"",1139,""2017"",13119"
"1103,""Maipú"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Mapuche"",""Mujer"",1452,""2017"",13119"
"1104,""Malloa"",""Quehaceres del hogar"",""Mapuche"",""Mujer"",92,""2017"",6109"
"1105,""Malloa"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",159,""2017"",6109"
"1106,""Malloa"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Mujer"",77,""2017"",6109"
"1107,""Malloa"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",67,""2017"",6109"
"1108,""Marchihue"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",64,""2017"",6204"
"1109,""Marchihue"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",65,""2017"",6204"
"1110,""Marchihue"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",128,""2017"",6204"
"1111,""Marchihue"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",75,""2017"",6204"
"1112,""María Elena"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",14,""2017"",2302"
"1113,""María Pinto"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",19,""2017"",13504"
"1114,""María Pinto"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",77,""2017"",13504"
"1115,""María Pinto"",""No tiene con quien dejar a adultos mayores"",""Mapuche"",""Mujer"",19,""2017"",13504"
"1116,""María Pinto"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Mujer"",161,""2017"",13504"
"1117,""María Pinto"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",238,""2017"",13504"
"1118,""María Pinto"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",96,""2017"",13504"
"1119,""María Pinto"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",113,""2017"",13504"
"1120,""Mariquina"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",37,""2017"",14106"
"1121,""Mariquina"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",56,""2017"",14106"
"1122,""Mariquina"",""No tiene con quien dejar a los niños"",""Mapuche"",""Mujer"",29,""2017"",14106"
"1123,""Mariquina"",""Estudiante"",""Mapuche"",""Mujer"",30,""2017"",14106"
"1124,""Maule"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",136,""2017"",7105"
"1125,""Maule"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",51,""2017"",7105"
"1126,""Maule"",""No tiene con quien dejar a otro familiar"",""No pertenece a ningún pueblo indígena"",""Mujer"",53,""2017"",7105"
"1127,""Maule"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",502,""2017"",7105"
"1128,""Maule"",""Busca cuando realmente lo necesita o tiene trabajo esporádic"",""No pertenece a ningún pueblo indígena"",""Mujer"",51,""2017"",7105"
"1129,""Maule"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",427,""2017"",7105"
"1130,""Maule"",""Estudiante"",""No pertenece a ningún pueblo indígena"",""Mujer"",94,""2017"",7105"
"1131,""Maule"",""Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r"",""No pertenece a ningún pueblo indígena"",""Hombre"",103,""2017"",7105"
"1132,""Maule"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",487,""2017"",7105"
"1133,""Maule"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",309,""2017"",7105"
"1134,""Maullín"",""No tiene con quien dejar a otro familiar"",""No pertenece a ningún pueblo indígena"",""Mujer"",45,""2017"",10108"
"1135,""Maullín"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",32,""2017"",10108"
"1136,""Maullín"",""No tiene con quien dejar a los niños"",""Mapuche"",""Mujer"",45,""2017"",10108"
"1137,""Maullín"",""Quehaceres del hogar"",""Mapuche"",""Mujer"",45,""2017"",10108"
"1138,""Maullín"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",32,""2017"",10108"
"1139,""Mejillones"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",246,""2017"",2102"
"1140,""Mejillones"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Mujer"",80,""2017"",2102"
"1141,""Mejillones"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",57,""2017"",2102"
"1142,""Mejillones"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",80,""2017"",2102"
"1143,""Melipeuco"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Mapuche"",""Mujer"",36,""2017"",9110"
"1144,""Melipeuco"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",14,""2017"",9110"
"1145,""Melipeuco"",""No tiene con quien dejar a adultos mayores"",""Mapuche"",""Mujer"",36,""2017"",9110"
"1146,""Melipeuco"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",19,""2017"",9110"
"1147,""Melipilla"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",549,""2017"",13501"
"1148,""Melipilla"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",184,""2017"",13501"
"1149,""Melipilla"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",356,""2017"",13501"
"1150,""Melipilla"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",356,""2017"",13501"
"1151,""Melipilla"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",165,""2017"",13501"
"1152,""Melipilla"",""Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r"",""No pertenece a ningún pueblo indígena"",""Hombre"",255,""2017"",13501"
"1153,""Melipilla"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",307,""2017"",13501"
"1154,""Melipilla"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Mujer"",264,""2017"",13501"
"1155,""Molina"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",173,""2017"",7304"
"1156,""Molina"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",232,""2017"",7304"
"1157,""Monte Patria"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",266,""2017"",4303"
"1158,""Monte Patria"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",84,""2017"",4303"
"1159,""Mostazal"",""Está enfermo o tiene una discapacidad"",""Aimara"",""Hombre"",53,""2017"",6110"
"1160,""Mostazal"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",556,""2017"",6110"
"1161,""Mostazal"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",73,""2017"",6110"
"1162,""Mostazal"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",49,""2017"",6110"
"1163,""Mostazal"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",64,""2017"",6110"
"1164,""Mostazal"",""Busca cuando realmente lo necesita o tiene trabajo esporádic"",""No pertenece a ningún pueblo indígena"",""Mujer"",77,""2017"",6110"
"1165,""Mostazal"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",374,""2017"",6110"
"1166,""Mulchén"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",185,""2017"",8305"
"1167,""Mulchén"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",122,""2017"",8305"
"1168,""Mulchén"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",71,""2017"",8305"
"1169,""Mulchén"",""Busca cuando realmente lo necesita o tiene trabajo esporádic"",""No pertenece a ningún pueblo indígena"",""Hombre"",53,""2017"",8305"
"1170,""Mulchén"",""Se cansó de buscar o cree que no hay trabajo disponible"",""No pertenece a ningún pueblo indígena"",""Mujer"",55,""2017"",8305"
"1171,""Mulchén"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",313,""2017"",8305"
"1172,""Mulchén"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Mujer"",55,""2017"",8305"
"1173,""Mulchén"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",163,""2017"",8305"
"1174,""Mulchén"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",175,""2017"",8305"
"1175,""Nacimiento"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",108,""2017"",8306"
"1176,""Nacimiento"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",34,""2017"",8306"
"1177,""Nancagua"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",121,""2017"",6305"
"1178,""Nancagua"",""No tiene con quien dejar a otro familiar"",""No pertenece a ningún pueblo indígena"",""Mujer"",83,""2017"",6305"
"1179,""Nancagua"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",46,""2017"",6305"
"1180,""Natales"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",62,""2017"",12401"
"1181,""Natales"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""Mapuche"",""Hombre"",48,""2017"",12401"
"1182,""Natales"",""Está enfermo o tiene una discapacidad"",""Mapuche"",""Hombre"",54,""2017"",12401"
"1183,""Natales"",""Ofrecen sueldos muy bajos"",""No pertenece a ningún pueblo indígena"",""Hombre"",60,""2017"",12401"
"1184,""Natales"",""No tiene con quien dejar a los niños"",""Mapuche"",""Mujer"",32,""2017"",12401"
"1185,""Natales"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",24,""2017"",12401"
"1186,""Natales"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",69,""2017"",12401"
"1187,""Navidad"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",54,""2017"",6205"
"1188,""Navidad"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Hombre"",8,""2017"",6205"
"1189,""Navidad"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",51,""2017"",6205"
"1190,""Ninhue"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",40,""2017"",16204"
"1191,""Ninhue"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",62,""2017"",16204"
"1192,""Ninhue"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",173,""2017"",16204"
"1193,""Ninhue"",""Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r"",""No pertenece a ningún pueblo indígena"",""Hombre"",7,""2017"",16204"
"1194,""Ninhue"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",31,""2017"",16204"
"1195,""Nogales"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",186,""2017"",5506"
"1196,""Nogales"",""Se cansó de buscar o cree que no hay trabajo disponible"",""No pertenece a ningún pueblo indígena"",""Mujer"",36,""2017"",5506"
"1197,""Nogales"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Hombre"",66,""2017"",5506"
"1198,""Nogales"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",222,""2017"",5506"
"1199,""Nogales"",""No tiene con quien dejar a otro familiar"",""No pertenece a ningún pueblo indígena"",""Mujer"",36,""2017"",5506"
"1200,""Nogales"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",93,""2017"",5506"
"1201,""Nogales"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",93,""2017"",5506"
"1202,""Nogales"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Mujer"",66,""2017"",5506"
"1203,""Nogales"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Mujer"",66,""2017"",5506"
"1204,""Nogales"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",243,""2017"",5506"
"1205,""Nogales"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",186,""2017"",5506"
"1206,""Nogales"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",36,""2017"",5506"
"1207,""Nueva Imperial"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",321,""2017"",9111"
"1208,""Nueva Imperial"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Mapuche"",""Mujer"",66,""2017"",9111"
"1209,""Nueva Imperial"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",65,""2017"",9111"
"1210,""Nueva Imperial"",""Se cansó de buscar o cree que no hay trabajo disponible"",""Mapuche"",""Mujer"",124,""2017"",9111"
"1211,""Nueva Imperial"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",66,""2017"",9111"
"1212,""Nueva Imperial"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",66,""2017"",9111"
"1213,""Nueva Imperial"",""Está enfermo o tiene una discapacidad"",""Mapuche"",""Mujer"",139,""2017"",9111"
"1214,""Nueva Imperial"",""No tiene con quien dejar a adultos mayores"",""Mapuche"",""Mujer"",205,""2017"",9111"
"1215,""Nueva Imperial"",""Quehaceres del hogar"",""Mapuche"",""Mujer"",336,""2017"",9111"
"1216,""Ñiquén"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",7,""2017"",16303"
"1217,""Ñiquén"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",10,""2017"",16303"
"1218,""Ñiquén"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Mapuche"",""Mujer"",61,""2017"",16303"
"1219,""Ñiquén"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",61,""2017"",16303"
"1220,""Ñiquén"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",10,""2017"",16303"
"1221,""Ñiquén"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",7,""2017"",16303"
"1222,""Ñuñoa"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Hombre"",53,""2017"",13120"
"1223,""Ñuñoa"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",116,""2017"",13120"
"1224,""Ñuñoa"",""No tiene con quien dejar a otro familiar"",""No pertenece a ningún pueblo indígena"",""Mujer"",41,""2017"",13120"
"1225,""Ñuñoa"",""Busca cuando realmente lo necesita o tiene trabajo esporádic"",""No pertenece a ningún pueblo indígena"",""Mujer"",41,""2017"",13120"
"1226,""Ñuñoa"",""Estudiante"",""No pertenece a ningún pueblo indígena"",""Mujer"",18,""2017"",13120"
"1227,""Ñuñoa"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",154,""2017"",13120"
"1228,""Ñuñoa"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",192,""2017"",13120"
"1229,""Ñuñoa"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",326,""2017"",13120"
"1230,""Ñuñoa"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",128,""2017"",13120"
"1231,""Ñuñoa"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Mujer"",235,""2017"",13120"
"1232,""Ñuñoa"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",46,""2017"",13120"
"1233,""Ñuñoa"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Hombre"",49,""2017"",13120"
"1234,""Ñuñoa"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",236,""2017"",13120"
"1235,""Ñuñoa"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Mujer"",49,""2017"",13120"
"1236,""Ñuñoa"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",172,""2017"",13120"
"1237,""Olivar"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",83,""2017"",6111"
"1238,""Olivar"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",77,""2017"",6111"
"1239,""Olivar"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Mujer"",45,""2017"",6111"
"1240,""Olivar"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",38,""2017"",6111"
"1241,""Olivar"",""Ofrecen sueldos muy bajos"",""No pertenece a ningún pueblo indígena"",""Mujer"",77,""2017"",6111"
"1242,""Olivar"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",55,""2017"",6111"
"1243,""Olivar"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Hombre"",120,""2017"",6111"
"1244,""Olmué"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",276,""2017"",5803"
"1245,""Olmué"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",148,""2017"",5803"
"1246,""Olmué"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Hombre"",104,""2017"",5803"
"1247,""Olmué"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",268,""2017"",5803"
"1248,""Olmué"",""Las reglas, horarios y distancias de los trabajos no le acom"",""No pertenece a ningún pueblo indígena"",""Mujer"",82,""2017"",5803"
"1249,""Olmué"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",62,""2017"",5803"
"1250,""Olmué"",""Busca cuando realmente lo necesita o tiene trabajo esporádic"",""No pertenece a ningún pueblo indígena"",""Hombre"",104,""2017"",5803"
"1251,""Olmué"",""No tiene con quien dejar a otro familiar"",""No pertenece a ningún pueblo indígena"",""Hombre"",62,""2017"",5803"
"1252,""Olmué"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",62,""2017"",5803"
"1253,""Olmué"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Mujer"",104,""2017"",5803"
"1254,""Olmué"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",221,""2017"",5803"
"1255,""Olmué"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",378,""2017"",5803"
"1256,""Osorno"",""Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r"",""No pertenece a ningún pueblo indígena"",""Hombre"",55,""2017"",10301"
"1257,""Osorno"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",1495,""2017"",10301"
"1258,""Osorno"",""No tiene con quien dejar a los niños"",""Mapuche"",""Mujer"",206,""2017"",10301"
"1259,""Osorno"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",1388,""2017"",10301"
"1260,""Osorno"",""Ofrecen sueldos muy bajos"",""No pertenece a ningún pueblo indígena"",""Mujer"",55,""2017"",10301"
"1261,""Osorno"",""Quehaceres del hogar"",""Mapuche"",""Mujer"",696,""2017"",10301"
"1262,""Osorno"",""Busca cuando realmente lo necesita o tiene trabajo esporádic"",""No pertenece a ningún pueblo indígena"",""Hombre"",73,""2017"",10301"
"1263,""Osorno"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",364,""2017"",10301"
"1264,""Osorno"",""No tiene interés en trabajar"",""Mapuche"",""Mujer"",78,""2017"",10301"
"1265,""Osorno"",""Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r"",""No pertenece a ningún pueblo indígena"",""Mujer"",76,""2017"",10301"
"1266,""Osorno"",""Busca cuando realmente lo necesita o tiene trabajo esporádic"",""Mapuche"",""Mujer"",268,""2017"",10301"
"1267,""Osorno"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Mujer"",232,""2017"",10301"
"1268,""Osorno"",""Quehaceres del hogar"",""Mapuche"",""Hombre"",138,""2017"",10301"
"1269,""Osorno"",""Las reglas, horarios y distancias de los trabajos no le acom"",""No pertenece a ningún pueblo indígena"",""Mujer"",74,""2017"",10301"
"1270,""Osorno"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",737,""2017"",10301"
"1271,""Osorno"",""Está enfermo o tiene una discapacidad"",""Kawashkar o Alacalufes"",""Mujer"",60,""2017"",10301"
"1272,""Osorno"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",101,""2017"",10301"
"1273,""Osorno"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Mapuche"",""Mujer"",243,""2017"",10301"
"1274,""Osorno"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",505,""2017"",10301"
"1275,""Osorno"",""Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r"",""Mapuche"",""Hombre"",66,""2017"",10301"
"1276,""Osorno"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",718,""2017"",10301"
"1277,""Osorno"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",145,""2017"",10301"
"1278,""Osorno"",""Busca cuando realmente lo necesita o tiene trabajo esporádic"",""No pertenece a ningún pueblo indígena"",""Mujer"",143,""2017"",10301"
"1279,""Osorno"",""Está enfermo o tiene una discapacidad"",""Mapuche"",""Mujer"",73,""2017"",10301"
"1280,""Osorno"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""Mapuche"",""Mujer"",45,""2017"",10301"
"1281,""Ovalle"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",190,""2017"",4301"
"1282,""Ovalle"",""Quehaceres del hogar"",""Diaguita"",""Mujer"",52,""2017"",4301"
"1283,""Ovalle"",""Otra razón"",""Diaguita"",""Mujer"",87,""2017"",4301"
"1284,""Ovalle"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",735,""2017"",4301"
"1285,""Ovalle"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",92,""2017"",4301"
"1286,""Ovalle"",""No tiene con quien dejar a adultos mayores"",""Diaguita"",""Mujer"",71,""2017"",4301"
"1287,""Ovalle"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",281,""2017"",4301"
"1288,""Ovalle"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",78,""2017"",4301"
"1289,""Ovalle"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",958,""2017"",4301"
"1290,""Ovalle"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Diaguita"",""Mujer"",116,""2017"",4301"
"1291,""Ovalle"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",144,""2017"",4301"
