0,Comuna,Trabajo,Etnia,Sexo,Freq,anio,codigo
1846,osorno,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,2412,2009,10301
1847,osorno,sí en otra época del año,mapuche,hombre,232,2009,10301
1848,osorno,sí ahora mismo,mapuche,mujer,681,2009,10301
1849,osorno,no,no pertenece a ningún pueblo indígena,mujer,24881,2009,10301
1850,osorno,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,1963,2009,10301
1851,osorno,no,mapuche,hombre,3186,2009,10301
1852,osorno,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,1458,2009,10301
1853,osorno,no,mapuche,mujer,5728,2009,10301
1854,osorno,sí en otra época del año,mapuche,mujer,616,2009,10301
1855,ovalle,no,diaguita,mujer,104,2009,4301
1856,ovalle,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,924,2009,4301
1857,ovalle,sí ahora mismo,mapuche,mujer,94,2009,4301
1858,ovalle,no,no pertenece a ningún pueblo indígena,mujer,27551,2009,4301
1859,ovalle,no,diaguita,hombre,104,2009,4301
1860,ovalle,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,312,2009,4301
1861,ovalle,no,mapuche,hombre,125,2009,4301
1862,ovalle,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,1937,2009,4301
1863,ovalle,no,mapuche,mujer,128,2009,4301
1864,ovalle,no,no pertenece a ningún pueblo indígena,hombre,13597,2009,4301
1865,ovalle,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,2358,2009,4301
1866,ovalle,sí en otra época del año,mapuche,mujer,128,2009,4301
1867,padre hurtado,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,445,2009,13604
1868,padre hurtado,no,mapuche,hombre,117,2009,13604
1869,padre hurtado,no,mapuche,mujer,428,2009,13604
1870,padre hurtado,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,516,2009,13604
1871,padre hurtado,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,634,2009,13604
1872,padre hurtado,no,no pertenece a ningún pueblo indígena,hombre,5281,2009,13604
1873,padre hurtado,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,284,2009,13604
1874,padre hurtado,no,no pertenece a ningún pueblo indígena,mujer,10082,2009,13604
1875,padre las casas,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,503,2009,9112
1876,padre las casas,no,no pertenece a ningún pueblo indígena,mujer,7363,2009,9112
1877,padre las casas,sí ahora mismo,mapuche,mujer,463,2009,9112
1878,padre las casas,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,857,2009,9112
1879,padre las casas,sí ahora mismo,mapuche,hombre,1306,2009,9112
1880,padre las casas,no,mapuche,mujer,8817,2009,9112
1881,padre las casas,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,356,2009,9112
1882,padre las casas,no,no pertenece a ningún pueblo indígena,hombre,2894,2009,9112
1883,padre las casas,no,mapuche,hombre,3747,2009,9112
1884,padre las casas,sí en otra época del año,mapuche,hombre,1876,2009,9112
1885,padre las casas,sí en otra época del año,mapuche,mujer,3149,2009,9112
1886,padre las casas,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,496,2009,9112
1887,paihuano,sí en otra época del año,mapuche,mujer,56,2009,4105
1888,paihuano,no,diaguita,mujer,15,2009,4105
1889,paihuano,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,102,2009,4105
1890,paihuano,no,mapuche,hombre,6,2009,4105
1891,paihuano,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,57,2009,4105
1892,paihuano,no,no pertenece a ningún pueblo indígena,hombre,410,2009,4105
1893,paihuano,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,32,2009,4105
1894,paihuano,no,no pertenece a ningún pueblo indígena,mujer,919,2009,4105
1895,paihuano,no,mapuche,mujer,20,2009,4105
1896,paihuano,no,diaguita,hombre,5,2009,4105
1897,paihuano,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,119,2009,4105
1898,paillaco,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,243,2009,14107
1899,paillaco,sí en otra época del año,mapuche,mujer,100,2009,14107
1900,paillaco,no,mapuche,mujer,258,2009,14107
1901,paillaco,no,no pertenece a ningún pueblo indígena,mujer,4043,2009,14107
1902,paillaco,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,115,2009,14107
1903,paillaco,sí ahora mismo,mapuche,mujer,43,2009,14107
1904,paillaco,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,453,2009,14107
1905,paillaco,no,no pertenece a ningún pueblo indígena,hombre,2057,2009,14107
1906,paillaco,no,mapuche,hombre,162,2009,14107
1907,paillaco,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,828,2009,14107
1908,paillaco,no,aymara,mujer,46,2009,14107
1909,paine,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,385,2009,13404
1910,paine,no,no pertenece a ningún pueblo indígena,hombre,6349,2009,13404
1911,paine,no,no pertenece a ningún pueblo indígena,mujer,12157,2009,13404
1912,paine,no,mapuche,hombre,73,2009,13404
1913,paine,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,970,2009,13404
1914,paine,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,801,2009,13404
1915,paine,no,mapuche,mujer,400,2009,13404
1916,paine,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,447,2009,13404
1917,palena,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,28,2009,10404
1918,palena,no,no pertenece a ningún pueblo indígena,mujer,385,2009,10404
1919,palena,no,mapuche,hombre,28,2009,10404
1920,palena,no,mapuche,mujer,35,2009,10404
1921,palena,no,no pertenece a ningún pueblo indígena,hombre,133,2009,10404
1922,palmilla,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,64,2009,6306
1923,palmilla,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,80,2009,6306
1924,palmilla,no,mapuche,mujer,66,2009,6306
1925,palmilla,no,mapuche,hombre,42,2009,6306
1926,palmilla,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,68,2009,6306
1927,palmilla,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,58,2009,6306
1928,palmilla,no,no pertenece a ningún pueblo indígena,mujer,3055,2009,6306
1929,palmilla,no,no pertenece a ningún pueblo indígena,hombre,1492,2009,6306
1930,panguipulli,sí ahora mismo,mapuche,mujer,166,2009,14108
1931,panguipulli,no,no pertenece a ningún pueblo indígena,mujer,5978,2009,14108
1932,panguipulli,no,mapuche,mujer,3418,2009,14108
1933,panguipulli,sí en otra época del año,mapuche,hombre,44,2009,14108
1934,panguipulli,sí ahora mismo,mapuche,hombre,45,2009,14108
1935,panguipulli,sí en otra época del año,mapuche,mujer,117,2009,14108
1936,panguipulli,no,mapuche,hombre,1072,2009,14108
1937,panguipulli,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,261,2009,14108
1938,panguipulli,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,710,2009,14108
1939,panguipulli,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,583,2009,14108
1940,panguipulli,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,162,2009,14108
1941,panguipulli,no,no pertenece a ningún pueblo indígena,hombre,3167,2009,14108
1942,panquehue,no,mapuche,mujer,53,2009,5704
1943,panquehue,no,no pertenece a ningún pueblo indígena,mujer,1852,2009,5704
1944,panquehue,no,mapuche,hombre,38,2009,5704
1945,panquehue,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,21,2009,5704
1946,panquehue,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,110,2009,5704
1947,panquehue,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,82,2009,5704
1948,panquehue,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,54,2009,5704
1949,panquehue,no,no pertenece a ningún pueblo indígena,hombre,792,2009,5704
1950,papudo,sí ahora mismo,aymara,mujer,10,2009,5403
1951,papudo,sí ahora mismo,quechua,mujer,5,2009,5403
1952,papudo,no,quechua,mujer,14,2009,5403
1953,papudo,no,mapuche,mujer,17,2009,5403
1954,papudo,sí en otra época del año,mapuche,mujer,6,2009,5403
1955,papudo,sí ahora mismo,mapuche,mujer,17,2009,5403
1956,papudo,no,aymara,hombre,5,2009,5403
1957,papudo,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,63,2009,5403
1958,papudo,no,aymara,mujer,5,2009,5403
1959,papudo,no,mapuche,hombre,34,2009,5403
1960,papudo,no,no pertenece a ningún pueblo indígena,hombre,500,2009,5403
1961,papudo,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,18,2009,5403
1962,papudo,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,103,2009,5403
1963,papudo,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,51,2009,5403
1964,papudo,no,no pertenece a ningún pueblo indígena,mujer,898,2009,5403
1965,paredones,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,103,2009,6206
1966,paredones,no,no pertenece a ningún pueblo indígena,hombre,1242,2009,6206
1967,paredones,no,mapuche,mujer,20,2009,6206
1968,paredones,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,22,2009,6206
1969,paredones,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,7,2009,6206
1970,paredones,no,mapuche,hombre,11,2009,6206
1971,paredones,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,60,2009,6206
1972,paredones,no,no pertenece a ningún pueblo indígena,mujer,2171,2009,6206
1973,parral,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,294,2009,7404
1974,parral,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,455,2009,7404
1975,parral,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,267,2009,7404
1976,parral,no,mapuche,mujer,52,2009,7404
1977,parral,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,566,2009,7404
1978,parral,sí en otra época del año,mapuche,mujer,53,2009,7404
1979,parral,no,mapuche,hombre,104,2009,7404
1980,parral,no,no pertenece a ningún pueblo indígena,hombre,4889,2009,7404
1981,parral,no,no pertenece a ningún pueblo indígena,mujer,10046,2009,7404
1982,pedro aguirre cerda,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,1031,2009,13121
1983,pedro aguirre cerda,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,1172,2009,13121
1984,pedro aguirre cerda,no,mapuche,hombre,338,2009,13121
1985,pedro aguirre cerda,no,no pertenece a ningún pueblo indígena,hombre,12730,2009,13121
1986,pedro aguirre cerda,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,718,2009,13121
1987,pedro aguirre cerda,no,no pertenece a ningún pueblo indígena,mujer,22187,2009,13121
1988,pedro aguirre cerda,no,mapuche,mujer,1258,2009,13121
1989,pedro aguirre cerda,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,862,2009,13121
1990,pelarco,no,mapuche,hombre,25,2009,7106
1991,pelarco,no,no pertenece a ningún pueblo indígena,hombre,920,2009,7106
1992,pelarco,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,94,2009,7106
1993,pelarco,no,mapuche,mujer,81,2009,7106
1994,pelarco,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,129,2009,7106
1995,pelarco,no,no pertenece a ningún pueblo indígena,mujer,1915,2009,7106
1996,pelarco,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,184,2009,7106
1997,pelarco,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,25,2009,7106
1998,pelarco,sí en otra época del año,mapuche,mujer,18,2009,7106
1999,pelluhue,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,49,2009,7203
2000,pelluhue,sí ahora mismo,mapuche,mujer,8,2009,7203
2001,pelluhue,no,mapuche,hombre,12,2009,7203
2002,pelluhue,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,158,2009,7203
2003,pelluhue,no,mapuche,mujer,24,2009,7203
2004,pelluhue,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,132,2009,7203
2005,pelluhue,no,no pertenece a ningún pueblo indígena,mujer,1801,2009,7203
2006,pelluhue,no,no pertenece a ningún pueblo indígena,hombre,1118,2009,7203
2007,pelluhue,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,59,2009,7203
2008,pemuco,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,89,2009,16105
2009,pemuco,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,58,2009,16105
2010,pemuco,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,150,2009,16105
2011,pemuco,no,no pertenece a ningún pueblo indígena,hombre,1291,2009,16105
2012,pemuco,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,313,2009,16105
2013,pemuco,no,no pertenece a ningún pueblo indígena,mujer,2165,2009,16105
2014,pemuco,no,mapuche,mujer,31,2009,16105
2015,pencahue,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,88,2009,7107
2016,pencahue,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,52,2009,7107
2017,pencahue,no,mapuche,hombre,8,2009,7107
2018,pencahue,no,no pertenece a ningún pueblo indígena,mujer,2406,2009,7107
2019,pencahue,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,60,2009,7107
2020,pencahue,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,93,2009,7107
2021,pencahue,no,no pertenece a ningún pueblo indígena,hombre,791,2009,7107
2022,penco,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,1479,2009,8107
2023,penco,no,no pertenece a ningún pueblo indígena,mujer,11939,2009,8107
2024,penco,sí ahora mismo,mapuche,hombre,68,2009,8107
2025,penco,no,no pertenece a ningún pueblo indígena,hombre,6430,2009,8107
2026,penco,no,mapuche,mujer,272,2009,8107
2027,penco,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,291,2009,8107
2028,penco,no,mapuche,hombre,330,2009,8107
2029,penco,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,1011,2009,8107
2030,penco,sí ahora mismo,mapuche,mujer,53,2009,8107
2031,penco,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,820,2009,8107
2032,peñaflor,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,333,2009,13605
2033,peñaflor,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,524,2009,13605
2034,peñaflor,no,mapuche,hombre,162,2009,13605
2035,peñaflor,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,102,2009,13605
2036,peñaflor,no,no pertenece a ningún pueblo indígena,hombre,8782,2009,13605
2037,peñaflor,no,mapuche,mujer,391,2009,13605
2038,peñaflor,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,1316,2009,13605
2039,peñaflor,no,no pertenece a ningún pueblo indígena,mujer,18030,2009,13605
2040,peñalolén,no,no pertenece a ningún pueblo indígena,mujer,37953,2009,13122
2041,peñalolén,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,6267,2009,13122
2042,peñalolén,no,quechua,mujer,203,2009,13122
2043,peñalolén,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,3393,2009,13122
2044,peñalolén,no,mapuche,mujer,4102,2009,13122
2045,peñalolén,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,1538,2009,13122
2046,peñalolén,sí en otra época del año,mapuche,mujer,223,2009,13122
2047,peñalolén,no,mapuche,hombre,1338,2009,13122
2048,peñalolén,sí ahora mismo,mapuche,mujer,199,2009,13122
2049,peñalolén,no,no pertenece a ningún pueblo indígena,hombre,23211,2009,13122
2050,peñalolén,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,840,2009,13122
2051,peralillo,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,39,2009,6307
2052,peralillo,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,87,2009,6307
2053,peralillo,no,mapuche,hombre,25,2009,6307
2054,peralillo,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,51,2009,6307
2055,peralillo,no,no pertenece a ningún pueblo indígena,mujer,3004,2009,6307
2056,peralillo,no,no pertenece a ningún pueblo indígena,hombre,1526,2009,6307
2057,peralillo,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,120,2009,6307
2058,peralillo,no,mapuche,mujer,12,2009,6307
2059,perquenco,no,mapuche,hombre,413,2009,9113
2060,perquenco,no,no pertenece a ningún pueblo indígena,hombre,265,2009,9113
2061,perquenco,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,84,2009,9113
2062,perquenco,sí en otra época del año,mapuche,hombre,136,2009,9113
2063,perquenco,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,166,2009,9113
2064,perquenco,sí en otra época del año,mapuche,mujer,151,2009,9113
2065,perquenco,no,mapuche,mujer,1126,2009,9113
2066,perquenco,no,no pertenece a ningún pueblo indígena,mujer,660,2009,9113
2067,perquenco,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,85,2009,9113
2068,perquenco,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,13,2009,9113
2069,perquenco,sí en otra época del año,aymara,mujer,11,2009,9113
2070,perquenco,sí ahora mismo,mapuche,hombre,87,2009,9113
2071,perquenco,sí ahora mismo,mapuche,mujer,17,2009,9113
2072,petorca,no,diaguita,mujer,25,2009,5404
2073,petorca,no,no pertenece a ningún pueblo indígena,mujer,2316,2009,5404
2074,petorca,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,194,2009,5404
2075,petorca,no,no pertenece a ningún pueblo indígena,hombre,1205,2009,5404
2076,petorca,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,152,2009,5404
2077,petorca,sí en otra época del año,aymara,hombre,19,2009,5404
2078,petorca,no,aymara,hombre,7,2009,5404
2079,petorca,sí ahora mismo,diaguita,hombre,19,2009,5404
2080,petorca,sí en otra época del año,mapuche,mujer,17,2009,5404
2081,petorca,no,mapuche,mujer,51,2009,5404
2082,petorca,no,diaguita,hombre,47,2009,5404
2083,petorca,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,133,2009,5404
2084,petorca,no,aymara,mujer,7,2009,5404
2085,petorca,no,mapuche,hombre,75,2009,5404
2086,petorca,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,162,2009,5404
2087,peumo,no,no pertenece a ningún pueblo indígena,mujer,3660,2009,6112
2088,peumo,no,no pertenece a ningún pueblo indígena,hombre,1891,2009,6112
2089,peumo,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,21,2009,6112
2090,peumo,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,100,2009,6112
2091,peumo,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,242,2009,6112
2092,peumo,no,mapuche,mujer,9,2009,6112
2093,peumo,sí ahora mismo,mapuche,hombre,13,2009,6112
2094,peumo,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,110,2009,6112
2095,pica,no,no pertenece a ningún pueblo indígena,hombre,588,2009,1405
2096,pica,sí en otra época del año,quechua,mujer,6,2009,1405
2097,pica,sí en otra época del año,aymara,hombre,19,2009,1405
2098,pica,sí ahora mismo,aymara,hombre,33,2009,1405
2099,pica,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,144,2009,1405
2100,pica,no,aymara,mujer,938,2009,1405
2101,pica,no,quechua,mujer,22,2009,1405
2102,pica,sí en otra época del año,aymara,mujer,67,2009,1405
2103,pica,no,rapa nui ,mujer,14,2009,1405
2104,pica,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,61,2009,1405
2105,pica,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,22,2009,1405
2106,pica,no,aymara,hombre,549,2009,1405
2107,pica,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,12,2009,1405
2108,pica,sí ahora mismo,aymara,mujer,5,2009,1405
2109,pica,no,no pertenece a ningún pueblo indígena,mujer,873,2009,1405
2110,pichidegua,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,67,2009,6113
2111,pichidegua,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,59,2009,6113
2112,pichidegua,no,no pertenece a ningún pueblo indígena,mujer,4840,2009,6113
2113,pichidegua,no,mapuche,mujer,88,2009,6113
2114,pichidegua,no,no pertenece a ningún pueblo indígena,hombre,2705,2009,6113
2115,pichidegua,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,158,2009,6113
2116,pichidegua,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,185,2009,6113
2117,pichilemu,no,no pertenece a ningún pueblo indígena,hombre,2307,2009,6201
2118,pichilemu,no,mapuche,hombre,33,2009,6201
2119,pichilemu,no,no pertenece a ningún pueblo indígena,mujer,4039,2009,6201
2120,pichilemu,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,134,2009,6201
2121,pichilemu,no,mapuche,mujer,138,2009,6201
2122,pichilemu,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,14,2009,6201
2123,pichilemu,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,37,2009,6201
2124,pinto,no,no pertenece a ningún pueblo indígena,mujer,2539,2009,16106
2125,pinto,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,156,2009,16106
2126,pinto,no,mapuche,mujer,36,2009,16106
2127,pinto,no,mapuche,hombre,36,2009,16106
2128,pinto,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,39,2009,16106
2129,pinto,no,no pertenece a ningún pueblo indígena,hombre,1275,2009,16106
2130,pinto,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,123,2009,16106
2131,pinto,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,630,2009,16106
2132,pirque,no,mapuche,mujer,128,2009,13202
2133,pirque,no,no pertenece a ningún pueblo indígena,hombre,2845,2009,13202
2134,pirque,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,198,2009,13202
2135,pirque,sí ahora mismo,mapuche,mujer,46,2009,13202
2136,pirque,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,69,2009,13202
2137,pirque,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,498,2009,13202
2138,pirque,no,no pertenece a ningún pueblo indígena,mujer,4479,2009,13202
2139,pirque,no,mapuche,hombre,62,2009,13202
2140,pitrufquén,no,mapuche,mujer,1764,2009,9114
2141,pitrufquén,sí en otra época del año,mapuche,mujer,262,2009,9114
2142,pitrufquén,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,499,2009,9114
2143,pitrufquén,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,231,2009,9114
2144,pitrufquén,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,202,2009,9114
2145,pitrufquén,sí en otra época del año,mapuche,hombre,34,2009,9114
2146,pitrufquén,sí ahora mismo,mapuche,hombre,87,2009,9114
2147,pitrufquén,no,no pertenece a ningún pueblo indígena,mujer,4097,2009,9114
2148,pitrufquén,no,no pertenece a ningún pueblo indígena,hombre,1883,2009,9114
2149,pitrufquén,no,mapuche,hombre,1064,2009,9114
2150,pitrufquén,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,89,2009,9114
2151,pitrufquén,sí ahora mismo,mapuche,mujer,22,2009,9114
2152,placilla,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,58,2009,6308
2153,placilla,no,no pertenece a ningún pueblo indígena,mujer,2253,2009,6308
2154,placilla,no,mapuche,mujer,47,2009,6308
2155,placilla,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,114,2009,6308
2156,placilla,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,36,2009,6308
2157,placilla,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,86,2009,6308
2158,placilla,sí en otra época del año,mapuche,mujer,7,2009,6308
2159,placilla,no,no pertenece a ningún pueblo indígena,hombre,950,2009,6308
2160,portezuelo,no,no pertenece a ningún pueblo indígena,mujer,1465,2009,16205
2161,portezuelo,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,8,2009,16205
2162,portezuelo,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,59,2009,16205
2163,portezuelo,no,mapuche,mujer,4,2009,16205
2164,portezuelo,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,47,2009,16205
2165,portezuelo,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,37,2009,16205
2166,portezuelo,no,no pertenece a ningún pueblo indígena,hombre,868,2009,16205
2167,porvenir,no,no pertenece a ningún pueblo indígena,hombre,338,2009,12301
2168,porvenir,no,mapuche,mujer,83,2009,12301
2169,porvenir,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,74,2009,12301
2170,porvenir,no,no pertenece a ningún pueblo indígena,mujer,580,2009,12301
2171,porvenir,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,37,2009,12301
2172,porvenir,sí ahora mismo,quechua,mujer,10,2009,12301
2173,porvenir,sí ahora mismo,mapuche,hombre,15,2009,12301
2174,porvenir,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,91,2009,12301
2175,porvenir,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,13,2009,12301
2176,porvenir,sí en otra época del año,mapuche,hombre,8,2009,12301
2177,porvenir,sí ahora mismo,mapuche,mujer,15,2009,12301
2178,porvenir,no,mapuche,hombre,47,2009,12301
2179,pozo almonte,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,105,2009,1401
2180,pozo almonte,no,mapuche,mujer,46,2009,1401
2181,pozo almonte,no,quechua,mujer,96,2009,1401
2182,pozo almonte,no,aymara,hombre,227,2009,1401
2183,pozo almonte,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,60,2009,1401
2184,pozo almonte,no,no pertenece a ningún pueblo indígena,mujer,2108,2009,1401
2185,pozo almonte,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,88,2009,1401
2186,pozo almonte,no,diaguita,mujer,48,2009,1401
2187,pozo almonte,no,aymara,mujer,537,2009,1401
2188,pozo almonte,sí en otra época del año,mapuche,hombre,12,2009,1401
2189,pozo almonte,no,mapuche,hombre,52,2009,1401
2190,pozo almonte,no,rapa nui ,hombre,10,2009,1401
2191,pozo almonte,sí en otra época del año,mapuche,mujer,18,2009,1401
2192,pozo almonte,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,184,2009,1401
2193,pozo almonte,sí en otra época del año,aymara,hombre,10,2009,1401
2194,pozo almonte,no,no pertenece a ningún pueblo indígena,hombre,1378,2009,1401
2195,pozo almonte,no,diaguita,hombre,18,2009,1401
2196,pozo almonte,no,atacameño,hombre,26,2009,1401
2197,pozo almonte,no,quechua,hombre,86,2009,1401
2198,primavera,no,no pertenece a ningún pueblo indígena,hombre,10,2009,12302
2199,primavera,no,no pertenece a ningún pueblo indígena,mujer,42,2009,12302
2200,primavera,no,mapuche,hombre,8,2009,12302
2201,primavera,no,mapuche,mujer,10,2009,12302
2202,primavera,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,4,2009,12302
2203,providencia,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,1983,2009,13123
2204,providencia,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,111,2009,13123
2205,providencia,no,no pertenece a ningún pueblo indígena,mujer,17859,2009,13123
2206,providencia,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,3406,2009,13123
2207,providencia,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,2585,2009,13123
2208,providencia,no,no pertenece a ningún pueblo indígena,hombre,11677,2009,13123
2209,puchuncaví,no,no pertenece a ningún pueblo indígena,hombre,1578,2009,5105
2210,puchuncaví,no,no pertenece a ningún pueblo indígena,mujer,3104,2009,5105
